Customer ID,Name,Created Year,Created Time,Profit/User,CAC,CLV,StateID,Subscription,Genre ID,Usage,CustomerType,Last Login Date,Email,Age,Payment Method,Current Occupation,Product Rating,Listening Time,Customer Rating,song_id
202,Bibbye Rockcliff,2008,14:11,9131.653,32,91284.53,18,1 month subscription,5,Windows,Existing,5/30/2009,brockcliff5l@360.cn,62,jcb,Unemployed,Highly Satisfied,Evening,2,2583
203,Silvie Currum,2009,6:49,544.698,32,5414.98,4,1 year subscription,4,Android,Existing,10/22/2014,scurrum5m@zimbio.com,39,jcb,Home maker,Satisfied,Evening,3,2077
213,Rosie Hilbourne,2011,2:19,6476.968,32,64737.68,5,Student Plan subscription,3,MAC,Existing,11/29/2011,rhilbourne5w@feedburner.com,64,jcb,Businessman,Dissatisfied,Night,3,4200
238,Debora O'Lennane,2011,6:44,1846.338,32,18431.38,6,6 month subscription,5,Windows,Existing,8/20/2014,dolennane6l@boston.com,15,mastercard,Businessman,Highly Satisfied,Afternoon,2,2440
240,Rossy Tesoe,2008,5:13,5720.834,32,57176.34,35,Family Plan subscription,3,MAC,Existing,9/25/2013,rtesoe6n@behance.net,54,jcb,Home maker,Highly Satisfied,Evening,3,3999
248,Dud Budgeon,2011,11:16,9183.993,32,91807.93,10,3 month subscription,3,UNIX,Existing,4/25/2012,dbudgeon6v@comcast.net,16,switch,Student,Dissatisfied,Night,2,3525
252,Anestassia Valek,2008,14:29,2883.607,32,28804.07,16,Free users subscription,4,Android,Existing,10/30/2008,avalek6z@smugmug.com,67,jcb,Working Professional,Highly Dissatisfied,Afternoon,2,3045
259,Cass Pettiford,2008,7:29,8437.228,32,84340.28,23,Free users subscription,5,UNIX,Existing,2/15/2008,cpettiford76@dot.gov,43,jcb,Other,Neutral,Afternoon,5,3943
260,Johny Dickings,2012,23:49,5576.198,32,55729.98,47,1 month subscription,9,MAC,Existing,4/8/2013,jdickings77@who.int,41,maestro,Home maker,Dissatisfied,Morning,5,3007
265,Ariela Chalker,2009,3:48,1030.142,32,10269.42,10,Free users subscription,9,Android,Existing,4/5/2013,achalker7c@goodreads.com,59,jcb,Unemployed,Neutral,Night,2,3061
268,Killie Bucham,2014,7:29,5924.019,32,59208.19,11,Family Plan subscription,5,Android,Existing,3/23/2014,kbucham7f@wikimedia.org,17,jcb,Working Professional,Satisfied,Evening,2,3542
275,Meghann Bleythin,2014,1:43,410.214,32,4070.14,39,6 month subscription,1,Windows,Existing,8/17/2014,mbleythin7m@google.com,19,jcb,Student,Satisfied,Morning,4,2119
281,Ellwood Pead,2012,4:55,2480.55,32,24773.5,8,1 year subscription,3,Windows,Existing,9/26/2014,epead7s@ed.gov,29,diners-club-carte-blanche,Other,Highly Satisfied,Evening,5,2056
282,Trumann McAlroy,2010,17:27,2311.968,32,23087.68,2,Free users subscription,5,Windows,Existing,5/29/2013,tmcalroy7t@washingtonpost.com,59,jcb,Other,Neutral,Afternoon,3,3659
286,Oates Freeberne,2009,1:53,7177.207,32,71740.07,42,3 month subscription,5,Android,Existing,5/9/2013,ofreeberne7x@imageshack.us,64,bankcard,Other,Satisfied,Night,4,4506
288,Abbey Karpeev,2011,22:01,1151.669,32,11484.69,32,3 month subscription,10,Windows,Existing,1/23/2014,akarpeev7z@hostgator.com,51,bankcard,Businessman,Neutral,Afternoon,3,2945
290,Gael Luton,2008,8:30,7512.311,32,75091.11,10,Family Plan subscription,7,Windows,Existing,4/2/2013,gluton81@g.co,16,mastercard,Other,Dissatisfied,Night,5,3245
293,Aigneis Loffel,2010,10:35,3218.593,32,32153.93,37,3 month subscription,10,Android,Existing,11/7/2013,aloffel84@rakuten.co.jp,59,americanexpress,Working Professional,Neutral,Evening,2,2519
298,Coleman Troake,2011,9:43,2265.551,32,22623.51,5,Student Plan subscription,10,UNIX,Existing,2/4/2012,ctroake89@sciencedirect.com,65,solo,Other,Neutral,Afternoon,4,2667
307,Boycie Thrasher,2014,18:47,1985.696,32,19824.96,21,3 month subscription,3,MAC,Existing,1/3/2014,bthrasher8i@indiegogo.com,38,visa-electron,Student,Highly Satisfied,Evening,3,4361
331,Arleen Sundin,2009,3:29,7956.716,32,79535.16,42,Free users subscription,2,MAC,Existing,12/20/2011,asundin96@delicious.com,68,jcb,Working Professional,Highly Dissatisfied,Evening,5,3695
336,Rudy Rowbottam,2014,1:52,6903.491,32,69002.91,7,1 year subscription,6,MAC,Existing,7/6/2014,rrowbottam9b@hostgator.com,52,maestro,Student,Highly Dissatisfied,Evening,3,2644
348,Derrek Paddy,2011,6:45,8473.773,32,84705.73,35,Free users subscription,2,Windows,Existing,1/19/2013,dpaddy9n@sina.com.cn,18,jcb,Student,Highly Dissatisfied,Evening,4,3881
370,Christophe Haycock,2011,12:07,7429.274,32,74260.74,42,1 month subscription,8,Windows,Existing,10/15/2011,chaycocka9@amazon.de,35,bankcard,Home maker,Dissatisfied,Afternoon,4,2836
371,Joanie Fletham,2010,5:43,6001.964,32,59987.64,35,Student Plan subscription,2,Android,Existing,9/19/2014,jflethamaa@furl.net,57,diners-club-carte-blanche,Unemployed,Dissatisfied,Night,5,3503
373,Averil Yarrell,2011,4:01,5780.823,32,57776.23,27,3 month subscription,5,UNIX,Existing,10/17/2012,ayarrellac@cmu.edu,20,switch,Businessman,Satisfied,Afternoon,4,4475
388,Ofella Winfrey,2014,19:23,1569.633,32,15664.33,5,6 month subscription,9,Windows,Existing,4/1/2014,owinfreyar@google.nl,48,bankcard,Student,Dissatisfied,Night,3,4905
394,Deeyn Kerfoot,2008,20:49,6661.574,32,66583.74,35,6 month subscription,3,MAC,Existing,2/11/2010,dkerfootax@rakuten.co.jp,47,jcb,Student,Highly Satisfied,Afternoon,5,2191
404,Giordano Coates,2011,17:37,7781.334,32,77781.34,5,1 year subscription,7,UNIX,Existing,1/3/2013,gcoatesb7@hugedomains.com,29,maestro,Other,Dissatisfied,Morning,3,4498
413,Arri Pfaffe,2010,19:59,4430.557,32,44273.57,42,1 year subscription,10,UNIX,Existing,2/20/2010,apfaffebg@wikimedia.org,56,visa-electron,Other,Highly Dissatisfied,Morning,5,4139
425,Aida MacKnight,2012,18:22,818.258,32,8150.58,41,3 month subscription,4,UNIX,Existing,2/6/2014,amacknightbs@tinyurl.com,40,jcb,Student,Highly Satisfied,Morning,4,2544
439,Forest Stanley,2012,6:34,1585.116,32,15819.16,6,Family Plan subscription,4,UNIX,Existing,5/16/2012,fstanleyc6@twitpic.com,62,visa-electron,Businessman,Highly Dissatisfied,Morning,2,2294
441,Maurene Wymer,2009,15:11,9608.835,32,96056.35,7,6 month subscription,4,Android,Existing,10/31/2011,mwymerc8@imageshack.us,46,jcb,Unemployed,Highly Dissatisfied,Evening,4,3240
444,Liza Jeckell,2009,22:08,9826.949,32,98237.49,10,Student Plan subscription,4,Android,Existing,2/9/2011,ljeckellcb@spiegel.de,67,jcb,Businessman,Dissatisfied,Evening,4,3154
459,Willa Barriball,2009,9:01,5783.104,32,57799.04,34,Student Plan subscription,1,Windows,Existing,1/21/2012,wbarriballcq@chicagotribune.com,20,switch,Unemployed,Highly Dissatisfied,Morning,2,3170
461,Farley Moye,2010,7:24,6341.072,32,63378.72,46,6 month subscription,6,Windows,Existing,9/27/2014,fmoyecs@harvard.edu,50,jcb,Working Professional,Highly Satisfied,Afternoon,4,3206
469,Sanford Joerning,2008,19:57,5934.605,32,59314.05,44,1 month subscription,9,UNIX,Existing,2/8/2014,sjoerningd0@flavors.me,34,maestro,Student,Highly Dissatisfied,Morning,4,4113
474,Ettore Klawi,2012,0:47,4176.584,32,41733.84,47,1 year subscription,5,MAC,Existing,8/10/2013,eklawid5@instagram.com,40,visa-electron,Unemployed,Dissatisfied,Night,4,3362
478,Cordie Hollingby,2014,22:32,4328.881,32,43256.81,16,Free users subscription,6,UNIX,Existing,2/27/2014,chollingbyd9@theglobeandmail.com,16,switch,Working Professional,Highly Dissatisfied,Evening,4,4787
482,Marwin Sturt,2011,18:24,9188.838,32,91856.38,17,Free users subscription,1,UNIX,Existing,2/12/2012,msturtdd@illinois.edu,35,switch,Unemployed,Satisfied,Morning,2,3124
489,Benoite Farrin,2010,13:51,5014.154,32,50109.54,4,1 year subscription,8,MAC,Existing,4/25/2013,bfarrindk@baidu.com,16,jcb,Home maker,Highly Satisfied,Afternoon,2,3870
491,Matthus Busse,2008,23:30,6571.366,32,65681.66,29,Family Plan subscription,6,Windows,Existing,10/24/2010,mbussedm@cornell.edu,64,visa-electron,Working Professional,Neutral,Night,2,4664
492,Jeane Mushawe,2008,22:20,4480.562,32,44773.62,17,Free users subscription,9,MAC,Existing,4/12/2011,jmushawedn@harvard.edu,51,diners-club-carte-blanche,Unemployed,Dissatisfied,Night,3,2907
493,Jacquelyn Seavers,2011,14:14,9811.846,32,98086.46,46,1 year subscription,4,MAC,Existing,8/10/2012,jseaversdo@hud.gov,27,china-unionpay,Businessman,Satisfied,Night,4,2729
498,Gaile Cicculi,2011,15:20,6399.48,32,63962.8,9,Free users subscription,2,UNIX,Existing,11/7/2012,gcicculidt@naver.com,47,jcb,Student,Dissatisfied,Evening,2,3029
499,Susannah Wykes,2012,0:05,8274.726,32,82715.26,35,1 year subscription,2,Android,Existing,8/9/2014,swykesdu@flavors.me,24,jcb,Home maker,Neutral,Night,4,4652
517,Ker Kristufek,2010,14:22,5810.256,32,58070.56,15,Student Plan subscription,6,UNIX,Existing,7/2/2012,kkristufekec@google.ca,23,jcb,Other,Satisfied,Evening,2,4202
525,Marius McInteer,2009,9:44,9633.612,32,96304.12,38,Student Plan subscription,10,UNIX,Existing,7/27/2009,mmcinteerek@state.tx.us,53,jcb,Home maker,Dissatisfied,Morning,3,2474
531,Herb Wicken,2009,12:08,7215.013,32,72118.13,27,1 month subscription,9,Windows,Existing,3/27/2014,hwickeneq@free.fr,34,jcb,Unemployed,Dissatisfied,Night,4,4439
533,Shelby Catmull,2011,15:34,3956.383,32,39531.83,5,1 month subscription,5,MAC,Existing,11/2/2014,scatmulles@webs.com,18,china-unionpay,Other,Highly Satisfied,Evening,2,2776
535,Karon Bellringer,2011,12:50,7349.208,32,73460.08,48,6 month subscription,3,MAC,Existing,3/27/2014,kbellringereu@toplist.cz,28,diners-club-carte-blanche,Working Professional,Dissatisfied,Evening,3,2663
561,Lonny Pillans,2012,8:52,1692.044,32,16888.44,31,1 year subscription,9,UNIX,Existing,11/6/2014,lpillansfk@is.gd,65,jcb,Working Professional,Highly Dissatisfied,Morning,4,2965
570,Demeter Memmory,2008,6:29,2795.378,32,27921.78,21,6 month subscription,10,Windows,Existing,7/1/2012,dmemmoryft@sina.com.cn,59,diners-club-us-ca,Student,Highly Satisfied,Afternoon,5,4348
574,Antony Cowin,2010,8:48,859.718,32,8565.18,42,Free users subscription,6,MAC,Existing,4/27/2013,acowinfx@delicious.com,62,jcb,Unemployed,Highly Dissatisfied,Evening,3,3679
575,Maddi Leborgne,2014,10:32,8333.118,32,83299.18,5,6 month subscription,7,Windows,Existing,2/6/2014,mleborgnefy@go.com,40,china-unionpay,Home maker,Dissatisfied,Evening,4,2610
580,Sigismundo Laytham,2009,1:09,1149.99,32,11467.9,4,Free users subscription,1,MAC,Existing,11/29/2014,slaythamg3@sourceforge.net,43,jcb,Student,Dissatisfied,Afternoon,3,4664
585,Cassey Rawll,2011,19:40,3955.399,32,39521.99,42,1 year subscription,2,Windows,Existing,5/22/2013,crawllg8@pbs.org,45,visa-electron,Working Professional,Highly Dissatisfied,Morning,3,3545
597,Reed Haffenden,2009,22:25,1656.375,32,16531.75,34,1 year subscription,9,Android,Existing,7/19/2011,rhaffendengk@surveymonkey.com,44,jcb,Student,Satisfied,Afternoon,5,2513
599,Jamesy Charteris,2010,3:12,3164.97,32,31617.7,17,Free users subscription,3,MAC,Existing,6/22/2011,jcharterisgm@wp.com,49,switch,Businessman,Highly Satisfied,Morning,3,4464
603,Jacobo Vero,2011,4:41,3116.079,32,31128.79,25,Free users subscription,1,Android,Existing,8/6/2013,jverogq@webnode.com,35,jcb,Unemployed,Highly Satisfied,Evening,3,2529
616,Nissa Horwell,2010,17:24,8510.438,32,85072.38,1,Free users subscription,5,Android,Existing,6/15/2011,nhorwellh3@redcross.org,48,switch,Home maker,Highly Dissatisfied,Afternoon,5,3297
622,El Mannock,2011,9:33,4376.107,32,43729.07,27,3 month subscription,1,Android,Existing,5/15/2012,emannockh9@dot.gov,34,diners-club-carte-blanche,Home maker,Highly Satisfied,Evening,4,2299
632,Erina Hadwin,2010,15:48,3225.675,32,32224.75,33,6 month subscription,3,Windows,Existing,2/10/2010,ehadwinhj@51.la,55,americanexpress,Home maker,Neutral,Night,4,2165
639,Adriane Hasted,2010,22:57,2490.568,32,24873.68,39,Student Plan subscription,8,MAC,Existing,2/15/2011,ahastedhq@cyberchimps.com,34,diners-club-carte-blanche,Other,Satisfied,Morning,4,4300
646,Mirabelle Saul,2012,1:12,3439.707,32,34365.07,10,Student Plan subscription,6,UNIX,Existing,5/22/2013,msaulhx@nymag.com,56,diners-club-enroute,Student,Dissatisfied,Morning,3,3807
648,Forrester Starsmeare,2009,6:11,7989.525,32,79863.25,38,6 month subscription,2,UNIX,Existing,12/28/2014,fstarsmearehz@discuz.net,39,jcb,Working Professional,Highly Dissatisfied,Evening,3,3990
655,Dev Rustedge,2011,11:59,5573.627,32,55704.27,3,1 year subscription,8,Android,Existing,9/14/2011,drustedgei6@360.cn,44,instapayment,Other,Satisfied,Evening,3,4943
656,Jerrie Ellams,2014,6:19,3291.229,32,32880.29,23,6 month subscription,10,MAC,Existing,5/7/2014,jellamsi7@devhub.com,42,china-unionpay,Home maker,Satisfied,Morning,5,2030
660,Chance Pullar,2009,15:10,7161.485,32,71582.85,42,1 year subscription,6,Android,Existing,5/10/2014,cpullarib@buzzfeed.com,43,visa-electron,Unemployed,Highly Dissatisfied,Evening,3,3433
662,Daryl Sabati,2011,17:46,4303.072,32,42998.72,39,6 month subscription,4,Android,Existing,10/23/2011,dsabatiid@eepurl.com,32,switch,Businessman,Satisfied,Night,4,2325
668,Delcine Meo,2009,21:25,3783.982,32,37807.82,11,6 month subscription,7,UNIX,Existing,6/21/2012,dmeoij@shop-pro.jp,42,jcb,Other,Highly Dissatisfied,Evening,2,4908
673,Ediva Wakeling,2008,17:07,5589.192,32,55859.92,5,6 month subscription,9,MAC,Existing,2/27/2008,ewakelingio@dropbox.com,57,switch,Businessman,Neutral,Night,4,3509
675,Gaultiero Huie,2010,2:53,7524.241,32,75210.41,44,6 month subscription,5,MAC,Existing,3/11/2014,ghuieiq@t-online.de,22,jcb,Home maker,Highly Satisfied,Evening,3,2416
676,Boniface Erskin,2012,18:23,542.071,32,5388.71,48,6 month subscription,3,Android,Existing,5/15/2013,berskinir@ftc.gov,27,switch,Home maker,Satisfied,Afternoon,5,4379
686,Rhiamon Presdee,2010,2:03,4522.553,32,45193.53,17,Student Plan subscription,2,Windows,Existing,9/28/2013,rpresdeej1@csmonitor.com,23,diners-club-enroute,Other,Neutral,Night,3,3852
687,Missie Shieldon,2012,14:51,1605.681,32,16024.81,8,1 month subscription,6,Android,Existing,10/9/2013,mshieldonj2@hatena.ne.jp,33,maestro,Other,Satisfied,Night,2,2141
699,Kincaid Benstead,2011,0:15,2667.816,32,26646.16,36,1 year subscription,3,MAC,Existing,7/23/2011,kbensteadje@sitemeter.com,46,mastercard,Businessman,Neutral,Evening,2,4073
701,Arlie Pischoff,2008,0:13,9638.788,32,96355.88,42,Family Plan subscription,9,UNIX,Existing,3/22/2008,apischoffjg@msu.edu,29,visa-electron,Home maker,Satisfied,Morning,5,3134
706,Friedrich Threadgould,2012,6:37,7893.455,32,78902.55,42,Family Plan subscription,6,UNIX,Existing,1/27/2013,fthreadgouldjl@w3.org,65,jcb,Working Professional,Satisfied,Afternoon,5,4409
724,Nollie Banke,2012,11:33,9492.836,32,94896.36,20,Family Plan subscription,6,Android,Existing,7/15/2013,nbankek3@go.com,35,china-unionpay,Home maker,Neutral,Afternoon,4,3557
732,Stevena Renfrew,2008,17:58,9208.907,32,92057.07,25,Free users subscription,9,MAC,Existing,1/28/2012,srenfrewkb@homestead.com,34,visa-electron,Working Professional,Dissatisfied,Morning,5,2464
739,Jeane Russe,2010,13:45,4185.752,32,41825.52,38,Family Plan subscription,2,UNIX,Existing,6/29/2011,jrusseki@github.io,42,bankcard,Working Professional,Neutral,Morning,3,3314
746,Lari Klimowicz,2008,14:39,4613.371,32,46101.71,35,Free users subscription,2,Android,Existing,10/7/2010,lklimowiczkp@hatena.ne.jp,42,jcb,Businessman,Dissatisfied,Morning,5,3672
752,Ardene Downham,2009,7:29,5140.578,32,51373.78,42,Student Plan subscription,10,MAC,Existing,3/26/2010,adownhamkv@msu.edu,68,china-unionpay,Student,Dissatisfied,Evening,4,4401
755,Nathanil Loveredge,2008,20:50,4888.03,32,48848.3,44,Family Plan subscription,10,Windows,Existing,1/7/2008,nloveredgeky@rediff.com,26,maestro,Working Professional,Neutral,Morning,4,3479
764,Katinka Grise,2008,11:30,2001.824,32,19986.24,20,Family Plan subscription,5,UNIX,Existing,2/2/2009,kgrisel7@sitemeter.com,48,jcb,Unemployed,Satisfied,Night,4,4713
769,Dede Payfoot,2009,8:56,5891.377,32,58881.77,33,1 year subscription,9,Android,Existing,12/15/2014,dpayfootlc@icio.us,44,jcb,Working Professional,Highly Satisfied,Afternoon,4,3710
775,Natal Doyley,2009,18:40,4804.85,32,48016.5,16,Family Plan subscription,4,MAC,Existing,8/14/2012,ndoyleyli@merriam-webster.com,70,china-unionpay,Businessman,Highly Dissatisfied,Evening,5,3647
780,Timothea Fortin,2008,2:34,5840.036,32,58368.36,42,Free users subscription,7,UNIX,Existing,8/2/2009,tfortinln@cornell.edu,62,jcb,Student,Dissatisfied,Morning,5,4763
783,Eulalie Jersch,2011,6:35,5703.11,32,56999.1,5,Family Plan subscription,3,UNIX,Existing,8/19/2011,ejerschlq@wix.com,69,maestro,Working Professional,Neutral,Morning,3,4507
788,Bernie Kassidy,2011,18:18,3456.727,32,34535.27,15,3 month subscription,4,Android,Existing,3/1/2013,bkassidylv@usa.gov,65,jcb,Home maker,Highly Satisfied,Morning,5,3033
790,Constantin Cordall,2008,9:57,2892.586,32,28893.86,5,1 month subscription,2,Windows,Existing,6/14/2010,ccordalllx@thetimes.co.uk,50,mastercard,Student,Dissatisfied,Evening,4,3646
792,Ezri Plaister,2008,17:29,7095.316,32,70921.16,38,3 month subscription,4,Windows,Existing,5/6/2013,eplaisterlz@adobe.com,40,diners-club-enroute,Student,Neutral,Evening,2,2582
797,Ryann Gabbatt,2010,4:03,4540.722,32,45375.22,10,Family Plan subscription,6,Android,Existing,8/2/2013,rgabbattm4@sun.com,68,laser,Home maker,Highly Dissatisfied,Night,4,3091
799,Wylie McLleese,2012,18:24,8179.926,32,81767.26,5,1 month subscription,9,UNIX,Existing,2/22/2014,wmclleesem6@mit.edu,31,jcb,Student,Neutral,Evening,4,3600
801,Verile Tenby,2008,5:09,9831.929,32,98287.29,5,3 month subscription,8,Windows,Existing,1/16/2009,vtenbym8@tumblr.com,15,laser,Student,Highly Dissatisfied,Evening,4,3819
811,Pablo Stapele,2012,20:25,322.731,32,3195.31,4,1 year subscription,5,MAC,Existing,9/19/2013,pstapelemi@upenn.edu,69,maestro,Unemployed,Satisfied,Afternoon,5,2760
812,Basilio Cestard,2011,23:11,9400.07,32,93968.7,25,1 year subscription,10,UNIX,Existing,3/6/2014,bcestardmj@angelfire.com,20,maestro,Other,Neutral,Evening,3,4780
818,Mick Asser,2012,10:59,6853.079,32,68498.79,41,Family Plan subscription,1,UNIX,Existing,5/7/2014,massermp@bigcartel.com,46,diners-club-carte-blanche,Businessman,Satisfied,Evening,4,2149
822,Alvin Biles,2008,14:57,7909.275,32,79060.75,16,1 year subscription,6,Android,Existing,5/27/2009,abilesmt@fotki.com,56,visa-electron,Unemployed,Highly Dissatisfied,Morning,5,4323
